FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,glass,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
3813,51.501547,-0.054272,6.047478504,1,5.99402702,6.064424971,5.732774241,4.590051529,0,0,0,0,0,0.374777,0,0,0,0,0,0,0,0.052684,0,0,0,0,0,0,0,0.000227,0,0.095148,0.002254,0,0,0.190637,0,0.081348,0,0,0,0.192059,0,0.010863,0,0
3814,51.50167,-0.053685,7.307894641,1,5.851606653,5.396428171,5.752026929,5.318954978,0,0,0,0,0,0.385926,0,0.08384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025602,0,0.283883,0,0.019262,0,0.136574,0,0,0.002316,0.062598,0,0,0,0
3815,51.5012,-0.052135,5.133063553,1,3.643018391,3.992647672,4.8555858,4.773095058,0,0,0,0,0,0.178797,0,0.004828,0,0,0,0,0.003699,0.255688,0,0,0,0,0,0,0,0,0,0.001133,0,0.201195,0,0.049406,0.000469,0.278457,0,0,0,0.004977,0,0.021207,0,0
3816,51.501396,-0.051568,5.863815252,1,6.205912549,6.032944102,5.397681318,4.609952911,0,0,0,0,0,0.581363,0,0.062406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002656,0,0.147496,0,0.093656,0,0.112117,0,0,0,0,0,0,0,0
3817,51.499412,-0.046451,4.865996931,1,3.326228728,4.602143239,5.324617185,4.755847002,0,0,1.20E-05,0,0,0.249301,0,0.021383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007316,0.03598,0.210113,0,0.145762,0,0.290844,0,0,0.000883,0.004312,0,0.002746,0,0
3818,51.499788,-0.045983,5.353586799,1,5.619578587,6.031211746,5.539042076,4.556804083,0,0,0,0,0,0.543359,0,0.038445,0,0,0,0,0,0.023262,0,0,0.001156,0,0,0,0,0.00268,0,0,0,0.212898,0,0.003406,0,0.166465,0,0,0,0.000199,0,0.008129,0,0
3819,51.500164,-0.045516,7.316774833,1,5.514065527,4.558955002,5.839481406,6.06495196,0,0,0,0,0,0.236375,0,0.035523,0,0,0,0,0.084793,0.006863,0,0,0,0,0,0,0,0,0,0,0,0.294332,0,0.014363,2.00E-05,0.164484,0,0,0.00025,0.15043,0,0.012387,0,0
3820,51.499912,-0.044228,6.235213875,1,7.066048137,5.783033791,5.38037238,4.798999537,0.012203,0,0,0,0,0.401488,0,0.062887,0,0,0,0,0.004156,0.000867,0,0,9.80E-05,0,0,0,0,0,0,0.018887,0,0.011801,0,0.273465,0,0.107102,0,0,0.001473,0.07684,0,0.028016,0,0
3821,51.500755,-0.040553,8.610017632,1,5.097731358,5.775770709,4.977102792,4.728237372,0,0,0,0,0,0,0,0,0,0,0,0,0.115777,0.025293,0,0,0.163609,0,0,0,0,0,0,0,0,0.118828,0,0,0,0.291004,0,0,0,0.266152,0,0,0,0
3822,51.500228,-0.040837,9.274097057,1,6.361533927,6.142060836,5.362602109,6.142811464,0,0,0,0,0,0,0,0,0,0,0,0,0.080621,0.026891,0,0,0,0,0,0,0,0,0,0.012754,0,0.020547,0,0,0,0.181238,0,0,0,0.648531,0,7.80E-05,0,0
3823,51.498362,-0.036343,6.409045442,1,6.062820624,5.137741005,5.215348804,5.787445196,0,0,0,0,0,0.05484,0,0,0,0,0,0,0.000223,0.048879,0,0,0.029797,0,0,0,0,0,0,0,0,0.342426,0,0.014367,0,0.259504,0,0,8.00E-06,0.248688,0,0,0,0
3824,51.495637,-0.039398,6.49760662,1,4.817809277,4.125465638,5.589033864,5.087775147,0,0,0,0,0,0.379738,0,0.079555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00168,0,0,0,0.308086,0,0.005203,0,0.208039,0,0,0,0,0,0,0,0
3825,51.495547,-0.038906,6.055029485,1,5.395544031,5.229571741,5.668512037,5.776623149,0,0,0,0,0,0.345227,0,0.04202,0,0,0,0,0,0,0,0,0.031586,0,0,0,0,0,0,0.036887,0,0.17934,0,0.153316,0,0.173434,0,0,0,0.038191,0,0,0,0
3826,51.496293,-0.035317,6.225775214,1,6.579871599,5.264491609,5.723683963,5.961117443,0,0,0,0,0,0.265609,0,0.016379,0,0,0,0,0,0.000211,0,0,0,0,0,0,0,0,0,0.031641,0,0.168145,0,0.195898,0.002957,0.167598,0,0,0,0.114973,0,0,0,0
3827,51.495918,-0.034146,7.545219564,1,6.239736445,5.829078608,5.810027913,5.371464863,0.000547,0,0,0,0,0.274758,0,0.140168,0,0,0,0,0,0,0,0,0,0,0,0,0.000117,0.001246,0,0,0.003664,0.131461,0,0.140227,0,0.133055,0,0,0.002078,0.145117,0,0.004324,0,0
3828,51.500311,-0.088216,6.177541214,1,6.532489246,5.481535262,5.641303252,5.791712795,0,0,0,0,0,0.441043,0,0.001105,0,0,0,0,0.014363,0.02584,0,0,0,0,0,0,0,0.001168,0,0,0,0.244547,0,0.10652,0,0.114164,0,0,0,0.037727,0,0,0,0
3829,51.499882,-0.088604,4.608621659,1,4.345025562,4.000780946,5.486414308,4.854826797,0,0,0,0,0,0.283641,0,0.000969,0,0,0,0,0.000168,0.011621,0,0,0.004422,0,0,0,0,0,0,0,0,0.299094,0,0.064984,0,0.265383,0,0,0,0.069625,0,9.40E-05,0,0
3830,51.499402,-0.08862,7.282191395,1,6.439135523,5.407754426,5.440811519,5.794591259,0,0,0,0,0,0.326297,0,0.063113,0,0,0,0,0,0.019977,0,0,0.018289,0,0,0,0,0,0,0.005492,0,0.205785,0,0.077445,0,0.154,0,0,0,0.085871,0,0.04373,0,0
3831,51.498849,-0.088205,6.700551103,1,7.066907194,5.448799224,5.72038218,5.529098909,0,0,0,0,0,0.37282,0,0.020391,0,0,0,0,0,0,0,0,0.041734,0,0,0,0,0,0,0.00809,0,0.355195,0,0.001484,0,0.098008,0,0,0,0.091832,0,0.010445,0,0
3832,51.499264,-0.087772,7.918747397,1,5.529127386,5.054459341,6.31793148,6.46758669,0,0,0,0,0,0.195754,0,0.081902,0,0,0,0,0,0,0,0,2.70E-05,0,0,0,0,0,0,0.022758,0,0.254367,0,0.077367,0,0.142859,0,0,5.50E-05,0.214551,0,0.010359,0,0
3833,51.499676,-0.087335,7.308039464,1,6.685398499,5.535923393,5.607303537,5.662815112,0,0,0,0,0,0.485883,0,0.046164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03259,0,0.248598,0,0.06059,0,0.097207,0,0,8.60E-05,0.027414,0.001352,0.000117,0,0
3834,51.511109,-0.05648,5.951667783,1,6.970453016,5.591832058,5.70367709,5.570180707,0.002738,0,0,0,0,0.394039,0,0.02132,0,0,0,0,0,0.008969,0,0,8.00E-06,0,0,0.001852,0,0.002016,0,0.046512,0.040262,0.205148,0,0.050559,0.00016,0.125715,0,0,0,0.067977,0,0.028348,0,0
3835,51.512054,-0.053639,4.158661918,1,3.668422632,3.402396617,4.513043491,5.230743714,0,0,0,0,0,0.128375,0,0.018039,0,0,0,0,0.000605,0.022203,0,0,0.001,0,0,0,0,0,0,0,0,0.414473,0,0.007914,0,0.361352,0,0,0,0.020504,0,0,0,0
3836,51.512053,-0.054239,5.23395546,1,4.87927818,4.215220355,5.580309796,4.685790653,0,0,0,0,0,0.369402,0,0.066574,0,0,0,0,0,0.112207,0,0,0,0,0,0,0,0,0,0,0,0.152625,0,0.069172,0.002074,0.22443,0,0,0.001,0,0,3.90E-05,0,0
3837,51.512051,-0.054839,7.021243353,1,6.208435117,5.813625536,5.475242747,5.530252634,0,0,0,0,0,0.297773,0,0.188617,0,0,0,0,0,0.061941,0,0,0,0,0,0,0,0,0,0,0,0.142086,0,0.007207,0.040461,0.162918,0,0,0,0.065113,0,0.033883,0,0
3838,51.512046,-0.055439,6.238834167,1,4.428195814,4.140358674,5.110847703,5.563585173,0,0,0,0,0.000777,0.132527,0,0.077547,0,0,0,0,0,0.19502,0,0,0.000672,0,0,0,0,0,0,0,0,0.155727,0,0.066691,0.004883,0.285211,0,0,0,0.075508,0,0,0,0
3839,51.512042,-0.056039,6.169989749,1,6.2770181,6.016669558,5.369123334,4.788774987,0,0,0,0,0,0.58277,0,0.031336,0,0,0,0,0,0.010676,0,0,0,0,0,0,0,0.000102,0,0.012508,0,0.179762,0,0.087895,4.00E-06,0.091375,0,0,0,0.002535,0,0.001039,0,0
3840,51.51294,-0.056824,5.239927859,1,4.53310083,3.867793145,5.475598977,5.040186961,0,0,7.00E-05,0,0,0.286715,0,0.000512,0,0,0,0,0,0.000277,0,0,0.003965,0,0,0,0,0.010852,0,0,4.30E-05,0.300734,0,0.109789,0,0.240922,0,0,0.002742,0.011781,0,0.018215,0,0
3841,51.512951,-0.056224,6.998551656,1,6.161271767,4.256309944,5.693468294,5.236559916,0,0,0,0,0,0.277195,0,0.012121,0,0,0,0,0,0.031363,0,0,0.001664,0,0,0,0,0,0,0.022004,0,0.318949,0,0.050906,0.000477,0.164145,0,0,0,0.089961,0.022281,0.008934,0,0
3842,51.51295,-0.055624,5.066131032,1,5.561221539,5.109863993,5.712099899,5.393181069,0,0,0,0,0,0.423988,0,0.002133,0,0,0,0,0,0.025117,0,0,0.004555,0,0,0,0,0,0,0.007438,0,0.307652,0,0.064848,0,0.161016,0,0,0,0.003254,0,0,0,0
3843,51.512954,-0.055024,6.227787785,1,6.264263894,6.084494632,5.502685003,4.629388384,0,0,0,0,0,0.545133,0,0.093984,0,0,0,0,0,0.020754,0,0,0.016867,0,0,0,0,0,0,0.022652,0,0.166195,0,0.047523,0,0.080879,0,0,0,0.006012,0,0,0,0
3844,51.51296,-0.054424,6.594298888,1,5.943856187,3.857231551,5.650782113,4.981594158,0,0,0,0,0,0.217188,0,0.013285,0,0,0,0,0,0.105117,0,0,0,0,0,0,0,0,0,0,0,0.295695,0,0.058527,0.007262,0.189766,0,0,0,0.109258,0,0,0,0
3845,51.512959,-0.053824,7.806624942,1,5.970977453,6.449612169,5.791714098,5.549554281,0,0,0,0,0,0.226512,0,0.104914,0,0,0,0,0,0.099699,0,0,0,0,0,0,0,0,0,0.075645,0.000188,0.10398,0,0.095535,0.00077,0.091824,0,0,0.000133,0.200801,0,0,0,0
3846,51.51428,-0.054915,5.984576454,1,3.824724412,3.562639159,5.36114973,4.701085263,0,0,0,0,0,0.26857,0,0.021703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001047,0,0.000777,0,0.374461,0,0.037012,0.003523,0.255453,0,0,0,0.025438,0,0.012016,0,0
3847,51.513686,-0.054993,6.727203321,1,4.412668539,4.442540226,5.722473619,5.094382724,0,0,0,0,0,0.36968,0,0.144777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003848,0,0.243531,0,0.005875,0,0.213234,0,0,0,0.008496,0.000434,0.010125,0,0
3848,51.513381,-0.055382,4.608193813,1,4.999709878,4.233133776,5.534141072,5.095148226,0,0,0,0,0,0.330492,0,0,0,0,0,0,0,0,0,0,0.002164,0,0,0,0,0,0,0.026473,0,0.240301,0,0.154387,0.00348,0.213945,0,0,8.20E-05,0.025098,0,0,0,0
3849,51.510861,-0.053604,4.089875444,1,3.815173878,4.572825308,4.653170214,5.507010946,0.000605,0,0,0,0,0.10373,0,0.0185,0,0,0,0,0,0.012074,0,0,0.009797,0,0,0,0,0,0,0.075895,0.006445,0.261016,0,0.100484,0,0.370285,0,0,0,0.02784,0,0.013258,0,0
3850,51.51101,-0.054185,4.470110804,1,4.499090743,3.421576749,5.336482448,5.264696252,0,0,0,0,0,0.28293,0,0,0,0,0,0,0.000176,0.017832,0,0,0.002949,0,0,0,0,0,0,0.050695,0,0.330258,0,0.028574,0.0005,0.263617,0,0,0,0.018141,0,0.004328,0,0
3851,51.511085,-0.054779,3.87040512,1,5.661425728,4.32604784,5.581266452,5.538523961,0,0,0,0,0,0.447309,0,0,0,0,0,0,0,2.00E-05,0,0,0.041086,0,0,0,0,0.00059,0,0,0,0.182348,0,0.091332,0.001184,0.222273,0,0,0,0.013145,0,0,0,0
3852,51.511095,-0.055379,3.46632392,1,5.61735752,4.366398693,5.575560735,5.603972879,0,0,0,0,0,0.447922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215906,0,0.121969,0,0.211773,0,0,0.000527,0.001902,0,0,0,0
3853,51.511106,-0.055979,5.215427563,1,4.433997847,4.085503305,5.487536957,4.735555731,0,0,0,0,0,0.335559,0,0.028363,0,0,0,0,0,0.001719,0,0,0.003527,0,0,0,0,0.003711,0,0.000242,0,0.317008,0,0.056391,0.001191,0.23525,0,0,0,0.011902,0,0.000453,0,0
3854,51.510511,-0.056166,6.185451928,1,6.459080568,6.161739295,5.639357469,5.088215303,0,0,0,0,0,0.508465,0,0.143703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000559,0,0,0,0.170223,0,0.071066,0,0.105984,0,0,0,0,0,0,0,0
3855,51.51029,-0.056853,6.983353013,1,4.919590979,3.938297318,5.662641999,5.33237971,0,0,0,0,0,0.26198,0,0.095102,0,0,0,0,0,0.009691,0,0,0,0,0,0,0,0,0,0,0,0.22707,0,0.079633,0.009766,0.244387,0,0,0,0.070555,0,4.00E-06,0,0
3856,51.510304,-0.055654,7.33296182,1,6.541248967,6.199233365,5.825559412,5.677038224,0.000102,0,0,0,0,0.385148,0,0.067645,0,0,0,0,0,0.006145,0,0,0.112512,0,0,0,0,0,0,0,0,0.183156,0,0.001125,0,0.138062,0,0,0,0.099809,0,0,0,0
3857,51.510485,-0.054772,7.719088112,1,6.443675975,5.351685448,5.76055981,5.875540799,0.000246,0,0,0,0,0.30348,0,0.039766,0,0,0,0,0.014102,0.025145,0,0,0,0,0,0,0,0,0,0,0,0.214996,0,0.090328,0,0.179375,0,0,0,0.102914,0,0.012555,0,0
3858,51.511423,-0.057847,6.827765861,1,6.04287194,4.181372404,5.705198928,5.651654835,0.002633,0,0,0,0,0.260293,0,0.013875,0,0,0,0,0.004824,0.011402,0,0,0,0,0,0,0,0.006969,0,0.009613,0,0.309371,0,0.07493,0,0.174715,0,0,0,0.099047,0,0.032328,0,0
3859,51.51066,-0.057468,7.058629603,1,5.958757873,5.185780305,5.603625402,5.564100031,0,0.00016,0,0,0,0.404785,0,0.127621,0,0,0,0,0,0.017996,0,0,9.80E-05,0,0,0,0,0,0,0,0.01993,0.196852,0,0.047133,0,0.156582,0,0,0,0.020035,0,0.008809,0,0
3860,51.510165,-0.057518,5.583489626,1,5.272505507,4.512932611,5.648388437,5.667704406,0,0,0,0,0,0.217945,0,0.094402,0,0,0,0,0,0.020422,0,0,0.00241,0,0,0,0,0,0,0,0,0.292031,0,0.02673,0,0.236375,0,0,0,0.089809,0.000867,0.001762,0,0
3861,51.51354,-0.053442,5.764584673,1,4.577251154,5.431305453,5.369432633,5.507135353,0,0,0,0,0,0.198395,0,0.103488,0,0,0,0,0,0.018879,0,0,0,0,0,0,0,0,0,0,0.009242,0.285895,0,0.017047,0.002039,0.281242,0,0,9.80E-05,0.083324,0,0.000121,0,0
3862,51.513548,-0.056156,6.649962685,1,4.399972203,4.527561935,5.5486462,5.36074261,0,0,0,0,0,0.25968,0,0.122734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050852,0,0.252797,0,0.006609,0.003836,0.237723,0,0,0.001266,0.064504,0,0,0,0
3864,51.507728,-0.132065,4.368838242,1,4.315517283,2.564362348,4.084842564,2.656387174,0,0,0,0,0,0,0,0,0.056039,0.049348,0,0,0,0,0,0,0,0,0.01066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684121,0,0
3865,51.499029,-0.020549,6.235788763,1,6.999652718,6.410541228,5.377719864,5.914070342,0,0,0,0,0,0.419012,0,0.001031,0,0,0,0,0,0.001977,0,0,0.017816,0,0,0,0,0.003348,0,0,0,0.255176,0,0.101367,0,0.028895,0,0,0,0.083777,0,0.0875,0,0
3866,51.498993,-0.01995,6.025884536,1,6.870099695,6.862004936,5.542208407,5.796569132,1.20E-05,0,0.052121,0,0,0.421004,0,0.001391,0,0,0,0,0,0,0,0,0.001059,0,0,0,0,0,0,0,0,0.209191,0,0.125676,0,0.037305,0,0,0,0.069406,0,0.079703,0,0
3867,51.500518,-0.023633,4.74684635,1,6.433041317,4.154952024,5.244070596,5.468980211,0,0,0,0,0,0.20077,0,0.128047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010164,0,0.151578,0,0.000863,0.003418,0.201043,0,0,0.002133,0.086996,0.00334,0.18807,0,0
3868,51.500508,-0.024233,7.198605642,1,6.259931974,5.024933416,5.372219393,5.404895319,0,0,0,0,0,0.286336,0,0.073172,0,0,0,0,0,0,0,0,0,0,0,0,0,6.20E-05,0,0.00609,0,0.189297,0,0.061785,0,0.187445,0,0,0,0.091367,0,0.099555,0,0
3869,51.500505,-0.024833,6.797142001,1,4.911649632,4.953907109,5.556176213,5.274610075,0,0,0,0,0,0.313547,0,0.18268,0,0,0,0,0,0.00041,0,0,0,0,0,0,0,0,0,0,0.000219,0.149602,0,0.014012,0,0.227328,0,0,0,0.037297,0,0.074906,0,0
3870,51.500503,-0.025433,5.815425965,1,6.092562107,5.141774375,5.617587959,5.514194558,7.40E-05,0,0,0,0,0.467988,0,0.010449,0,0,0,0,0,0.010566,0,0,5.50E-05,0,0,0,0,0,0,0,0,0.273266,0,0.092055,0.00348,0.1195,0,0,0,0.002289,0,0.016074,0,0
3871,51.500501,-0.026033,6.271119058,1,5.869715218,6.854311065,5.562915493,5.929577628,0.000133,0,0,0,0,0.424559,0,0.004672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341629,0,0.073648,0,0.101,0,0,0.000109,0.05425,0,0,0,0
3872,51.501036,-0.02373,4.535460786,1,5.404558381,3.810109137,5.778621255,5.914524215,0,0,0,0,0,0.427633,0,0.00018,0,0,0,0,0,0.000766,0,0,0.000137,0,0,0,0,0,0,0,0,0.262508,0,0.075242,0,0.204238,0,0,0,0.025371,0,0.001984,0,0
3873,51.501069,-0.024329,4.462169782,1,4.200088512,4.09029462,5.180886192,4.659483513,0,0,0,0,0,0.249383,0,0.006469,0,0,0,0,0,0.004051,0,0,0,0,0,0,0,0,0,0.005457,0,0.27548,0,0.000875,0.004891,0.247184,0,0,0,0.014586,0,0.191625,0,0
3874,51.5011,-0.024928,5.628983613,1,4.13812025,4.874556397,5.656191595,4.921541914,0,0,0,0,0,0.37384,0,0.005176,0,0,0,0,0,0.090148,0,0,0,0,0,0,0,0,0,0,0,0.230648,0,0.009848,0.00116,0.167254,0,0,0,0.018004,0.000262,0.096648,0,0
3875,51.501131,-0.025527,6.414322628,1,6.222198089,5.784110379,5.420799357,4.562830026,4.00E-06,0,0,0,0,0.57332,0,0.089797,0,0,0,0,0,0,0,0,0.000613,0,0,0,0,0,0,0,0,0.152602,0,0.067863,0,0.112414,0,0,0,0.001777,0,0,0,0
3876,51.50157,-0.025946,6.611220983,1,5.370095305,5.508761898,5.646650169,5.590233158,0.000117,0,0,0,0,0.390309,0,0.011754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001852,0,0,0,0.392676,0,0.066609,3.90E-05,0.135883,0,0,4.00E-06,0,0,0,0,0
3877,51.501533,-0.025347,6.293988752,1,6.15353766,6.578723445,5.489326086,4.825728787,0,0,9.80E-05,0,0,0.54302,0,0.000148,0,0,0,0,0,0,0,0,0.001859,0,0,0.000137,0,0.003172,0,0.011293,0,0.370406,0,0.059102,0.003398,0.005355,0,0,4.00E-06,0,0,0,0,0
3878,51.501501,-0.024748,5.987248509,1,6.779604699,4.94323531,5.652870773,5.602065592,0,0,0,0,0,0.455457,0,0.069949,0,0,0,0,0,0.00157,0,0,0,0,0,0,0,0,0,0,0,0.132266,0,0.125324,0,0.160941,0.021324,0,0,0.026312,0,0,0,0
3879,51.501468,-0.024149,6.203008267,1,6.355272286,6.268116746,5.441084554,4.356755812,0,0,0,0,0,0.569121,0,0.072879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028516,0,0,0,0.134273,0,0.075277,0,0.033215,0,0,0,0,1.20E-05,0.086707,0,0
3880,51.501605,-0.026545,6.16904184,1,6.809478924,6.37752196,5.522300746,5.42388271,0,0,0,0,0,0.49484,0,0,0,0,0,0,0.00068,0.060984,0,0,0,0,0,0,0,0,0,0,0.000738,0.167992,0,0.18607,0,0.052805,0,0,0,0.031219,0,0.004672,0,0
3881,51.50164,-0.027144,6.241899503,1,7.561209328,6.12792045,5.351736647,5.956502492,0,0,0,0,0,0.44352,0,0.003355,0,0,0,0,0,0.022586,0,0,0,0,0,0,0,0,0,0,0.003453,0.100672,0,0.261008,0,0.104949,0,0,0.001828,0.048379,0,0.00132,0,0
3884,51.515303,-0.054945,4.961790537,1,3.6828486,4.909937699,4.645552063,4.82565487,0,0,0,0,0,0.042203,0,0.001562,0,0,0,0,0,0.056484,0,0,0.007617,0,0,0,0,0,0,0,0,0.31809,0,0.075078,4.00E-06,0.330902,0,0,0,0.103301,0,0.00916,0,0
3885,51.51489,-0.054726,6.235891034,1,5.973609627,6.875351802,5.592668404,5.423554063,0,0,0,0,0,0.518371,0,0.070336,0,0,0,0,0,0.035801,0,0,0.010723,0,0,0,0,0.001406,0,0.021223,0,0.144496,0,0.108289,0,0.057742,0,0,0,0.02666,0,4.30E-05,0,0
3886,51.514871,-0.054127,5.756368599,1,5.818340661,5.898447434,5.747219833,5.431395593,0,0,0,0,0,0.406488,0,0.111504,0,0,0,0,0,0.006898,0,0,0.029254,0,0,0,0,0,0,0.028754,0,0.115008,0,0.113043,0.001371,0.174715,0,0,0,0,0,0.011281,0,0
3887,51.515238,-0.053099,6.629137162,1,5.807753812,4.633988411,5.850345916,6.306249776,0,0,0,0,0,0.156055,0,0.067504,0,0,0,0,0.002863,0.01148,0,0,0.003289,0,0,0,0,0,0,0.009617,0.002172,0.294035,0,0.065727,0,0.2305,0,0,0,0.134566,0,0.022191,0,0
3888,51.515263,-0.053698,5.521402713,1,4.374743201,3.591139973,5.482873648,4.969020369,0,0,0,0,0,0.253297,0,0.001445,0,0,0,0,0.002551,0.062176,0,0,0.027605,0,0,0,4.30E-05,0,0,0.007598,0,0.262453,0,0.085148,0.000398,0.250703,0,0,0,0.043238,0,0,0,0
3889,51.515284,-0.054298,6.045599407,1,4.544180302,3.703075096,5.510022568,5.201248899,0,0,0,0,0,0.290184,0,0.005418,0,0,0,0,0,0.062328,0,0,0.017133,0,0,0,0,0,0,0.002469,0.020293,0.257566,0,0.082828,0,0.226395,0,0,0,0.035387,0,0,0,0
3890,51.515727,-0.054425,5.390589527,1,4.948633785,5.197687873,5.631636304,4.967725218,0,0,0,0,0,0.099605,0,0.008746,0,0,0,0,0.000238,0.026715,0,0,0.002195,0,0,0,0.005855,0,0,0.016391,0,0.271277,0,0.064629,0.00027,0.267617,0,0,0.000734,0.128934,0,0.06116,0,0
3891,51.51569,-0.053826,4.311999944,1,3.530826853,5.198657867,5.126625801,5.746564832,0,0,0,0,0,0.197203,0,0.004785,0,0,0,0,0,0.000547,0,0,0.05502,0,0,0,0,0,0,0.00993,0,0.217715,0,0.113352,0,0.344012,0,0,0,0.03252,0,0.023363,0,0
3892,51.516271,-0.053028,7.898742209,1,7.254537738,6.669640668,6.381359102,6.026684404,0,0,0,0,0,0.136523,0,0.005859,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0.275934,0,0.110371,0.001992,0.070344,0,0,7.40E-05,0.360176,0,0.036676,0,0
3893,51.51626,-0.053628,7.260461342,1,5.59965459,5.022566434,5.932503852,5.857246733,0,0,0,0,0,0.179484,0,0.009957,0,0,0,0,0,0.036668,0,0,0.000934,0,0,0,0,0,0,0.004426,0.005629,0.163684,0,0.152016,0,0.16898,0,0,0,0.215703,0,0.058527,0,0
3894,51.516265,-0.054228,5.269459767,1,5.498408168,4.502842546,5.71634761,5.746263424,0,0,0,0,0,0.422289,0,0.041934,0,0,0,0,0,0.008262,0,0,0,0,0,0,0,0,0,0,0,0.19793,0,0.07343,0,0.209891,0,0,0,0.043848,0,0.002336,0,0
3895,51.516273,-0.054827,7.335050963,1,5.613841586,5.031053539,6.033333094,6.069954663,0,0,0,0,0,0.181938,0,0.034387,0,0,0,0,0,0.100434,0,0,0.020969,0,0,0,0,0,0,0.005211,1.20E-05,0.198398,0,0.084938,5.10E-05,0.145367,0,0,0,0.220789,0,0.007508,0,0
3896,51.517293,-0.056542,6.556845891,1,7.412403813,6.049409961,5.772436887,5.947506843,0,0,0,0,0,0.390957,0,0.076961,0,0,0,0,0,0.04918,0,0,0,0,0,0,0,0,0,0,0,0.1615,0,0.063758,0,0.121273,0,0,0,0.11543,0,0.020852,0,0
3897,51.516693,-0.05651,8.061707794,1,6.183546854,6.824494342,6.368275677,5.825330494,0,0,0,0,0,0.252387,0,0.084684,0,0,0,0,0.05998,0.005074,0,0,0,0,0,0,0,0,0,0,0.076051,0.15723,0,0.007398,0,0.018129,0,0,0,0.321516,0,0.003996,0.006336,0
3898,51.516862,-0.062367,5.361502155,1,6.030472233,5.064897586,5.632244664,5.351361696,0,0,0,0,0,0.496035,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234969,0,0.099219,0.01307,0.121973,0,0,0,0.000539,0,0.000207,0,0
3899,51.516914,-0.061769,5.699332735,1,5.580592656,4.994639666,5.537076196,5.446992304,0,0,0,0,0,0.454301,0,0.055375,0,0,0,0,0,0.006395,0,0,0,0,0,0,0,0.000191,0,0,0,0.246828,0,0.085844,0.003156,0.144465,0,0,0,0.003445,0,0,0,0
3900,51.516968,-0.061171,5.248006129,1,3.746817944,4.533303614,5.51823457,5.253696734,0,0,0.00359,0,0,0.246879,0,0.064055,0,0,0,0,0,0.006094,0,0,0,0,0,0,0,0.015246,0,0,0,0.220094,0,0.13327,0,0.270027,0,0,6.20E-05,0.033176,0,0.000527,0,0
3901,51.515481,-0.065191,5.712864927,1,5.95308734,5.700489324,5.636054067,5.598088527,0.006574,0,0,0,0,0.455797,0,0.010285,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002781,0,0,0,0.304445,0,0.076918,0,0.13409,0,0,0,0,0,0.005434,0,0
3902,51.515437,-0.065789,6.109527546,1,6.827302286,6.239358497,5.523438629,4.376063997,0,0,0,0,0,0.557945,0,0.140207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083102,0,0.110367,0,0.099547,0,0,0,0,0,0.008832,0,0
3903,51.514798,-0.065113,5.653718605,1,4.224892983,3.847539335,5.401964151,5.001761805,0,0,0,0,0,0.289707,0,0.012801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354418,0,0.026926,0.000949,0.247375,0,0,0.001098,0,0.055004,0,0,0
3904,51.515939,-0.064379,4.296281231,1,4.259528386,3.833319075,5.579989578,4.87945671,0,0,0,0,0,0.346848,0,0.009801,0,0,0,0,0,0.01243,0,0,0,0,0,0,0,0.000789,0,0,0.000723,0.285344,0,0.032789,0.001754,0.263797,0,0,0.001508,0.043645,0,0.000273,0,0
3905,51.515963,-0.063779,6.424035241,1,6.478879093,5.615661691,5.615369665,4.868779515,0,0,0,0,0,0.513109,0,0.139793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162668,0,0.059941,8.20E-05,0.107961,0,0,0.001363,0.005711,0,0,0,0
3906,51.515989,-0.06318,6.165176994,1,7.536790445,7.043442207,5.702321839,5.456275795,0.010965,0,0,0,0,0.476379,0,0.08207,0,0,0,0,0,0.003004,0,0,0,0,0,0,0,0.000902,0,0,0,0.141035,0,0.100395,0.000246,0.086336,0,0,0,0.097324,0,0,0,0
